,customer_id,gender,first_name,last_name,email,birthdate,creation_date,last_purchase_date,city
108,13925,Male,Matthew,Hartman,Matthew.Hartman@smith.com,2000-12-27,2023-03-04,,Lambertstad
109,425,Female,Laura,Dominguez,Laura.Dominguez@dennis.com,1961-03-03,2022-09-12,,Brianside
110,5399,Male,Timothy,Hart,Timothy.Hart@miller.com,1970-03-24,2022-12-10,,Lake Brandonstad
111,8829,Male,Martin,Oliver,Martin.Oliver@williams.org,1996-06-25,2021-06-25,,Coxhaven
112,17407,Male,Tyler,White,Tyler.White@mcpherson.com,2002-09-18,2021-08-04,,Jasonfurt
113,16378,Female,Ashley,Savage,Ashley.Savage@rodgers.com,1997-12-02,2022-03-29,,Kellyton
114,9255,Male,Michael,Jones,Michael.Jones@wilson.biz,1961-07-27,2021-10-06,,Monroeport
115,14506,Female,Alicia,Mendez,Alicia.Mendez@murphy.com,1981-04-15,2023-03-09,,Coxhaven
116,6399,Male,Patrick,Miller,Patrick.Miller@diaz.com,1959-09-20,2021-09-30,,Brianside
117,12857,Female,Debra,Cunningham,Debra.Cunningham@butler.com,1974-09-19,2021-06-07,,Coxhaven
118,14698,Male,Dylan,Meyers,Dylan.Meyers@carr.com,1979-09-01,2022-04-22,,Lake Brandonstad
119,18678,Female,Makayla,Tapia,Makayla.Tapia@lopez.info,1963-09-15,2022-10-29,,Coxhaven
120,14287,Female,Lauren,Gaines,Lauren.Gaines@salazar.com,1997-05-26,2021-05-05,,New Samuelchester
121,16161,Male,Eric,Jackson,Eric.Jackson@harris-ramirez.info,1990-04-22,2023-02-17,,Kellyton
122,6934,Male,Bradley,Barnett,Bradley.Barnett@ramirez.com,1991-07-10,2021-07-24,,Lake Brandonstad
123,8011,Male,Jason,Mclean,Jason.Mclean@turner.com,1967-08-01,2022-07-31,,Monroeport
124,13226,Male,Ian,Olson,Ian.Olson@bryant.net,1984-02-05,2021-08-06,,Lake Brandonstad
125,13507,Female,April,Meyers,April.Meyers@bolton.com,2000-12-21,2022-04-25,,Lake Matthewhaven
126,981,Male,Jonathan,Smith,Jonathan.Smith@perez.com,1985-11-28,2022-11-20,,Katherinemouth
127,8078,Female,Jessica,Landry,Jessica.Landry@rice.com,1963-06-24,2022-12-09,,East Marthamouth
128,9548,Male,Scott,Keller,Scott.Keller@mcdonald-tyler.biz,1990-03-11,2022-06-05,,Jasonfurt
129,3693,Female,Michelle,Jones,Michelle.Jones@walter.net,2000-02-02,2023-01-31,,Brianside
130,10643,Male,Joseph,Rowland,Joseph.Rowland@george.com,1957-04-14,2021-03-30,,Lake Matthewhaven
131,850,Female,Lisa,Stein,Lisa.Stein@collins-calderon.com,1983-03-28,2022-12-30,,Coxhaven
132,5009,Female,Renee,Taylor,Renee.Taylor@long-martinez.com,1964-12-23,2021-08-03,,Kellyton
133,13575,Male,Hector,Patton,Hector.Patton@white.com,1981-10-25,2021-07-25,,Lake Matthewhaven
134,14241,Female,Yolanda,Allen,Yolanda.Allen@wall.com,2001-10-31,2022-10-10,,Lake Matthewhaven
135,6191,Female,Carmen,Nguyen,Carmen.Nguyen@walters.net,1997-05-31,2021-06-19,,Monroeport
136,16283,Male,Richard,Drake,Richard.Drake@torres-sanders.com,1983-10-21,2022-10-05,,Jasonfurt
137,4562,Female,Holly,Johnson,Holly.Johnson@ballard.com,1966-01-29,2021-09-14,,East Marthamouth
138,3500,Male,Kyle,King,Kyle.King@bell-dawson.com,2004-09-15,2021-09-07,,Monroeport
139,15076,Female,Kathleen,Miller,Kathleen.Miller@olson-carr.com,1992-10-18,2021-07-17,,Lake Matthewhaven
140,570,Female,Taylor,Barrera,Taylor.Barrera@hernandez.com,1983-10-19,2021-07-20,,Lake Matthewhaven
141,11567,Female,Nicole,Bruce,Nicole.Bruce@reyes.com,1969-10-13,2022-08-23,,North Clifford
142,6991,Female,Maria,Collins,Maria.Collins@schmidt.com,1977-11-27,2021-06-05,,Katherinemouth
143,1547,Male,Melvin,Cooley,Melvin.Cooley@ryan.org,1963-08-17,2022-10-26,,Lake Matthewhaven
144,3108,Female,Allison,White,Allison.White@lara-hayes.biz,1965-05-09,2022-12-22,,East Marthamouth
145,2712,Male,David,Foster,David.Foster@lam.net,1989-01-09,2021-04-01,,Hobury
146,5891,Female,Jennifer,Rodriguez,Jennifer.Rodriguez@swanson.com,1991-04-24,2022-11-10,,New Samuelchester
147,15570,Male,Brian,Marshall,Brian.Marshall@villegas.org,1990-03-29,2022-09-08,,Graceville
148,174,Male,Edwin,Hunter,Edwin.Hunter@watson-macias.com,1988-08-19,2022-12-22,,Coxhaven
149,2828,Female,Valerie,Lee,Valerie.Lee@edwards-perez.info,1986-09-14,2021-05-28,,Lake Brandonstad
150,3218,Male,Jason,Holloway,Jason.Holloway@palmer.org,1967-05-19,2022-08-24,,Kellyton
151,14994,Female,Amy,Walker,Amy.Walker@beck-obrien.org,1979-04-30,2023-02-19,,Katherinemouth
152,6580,Female,Kristy,Hawkins,Kristy.Hawkins@wood.com,1990-05-19,2021-08-06,,Lake Brandonstad
153,1847,Male,Jason,Marks,Jason.Marks@sampson.com,2002-06-18,2022-10-09,,Monroeport
154,15117,Male,Timothy,Gibson,Timothy.Gibson@stone.com,1976-10-18,2021-05-30,,New Samuelchester
155,1349,Female,Kristen,Smith,Kristen.Smith@spencer-marquez.com,1964-08-25,2021-07-20,,East Stevechester
156,6761,Male,William,Brown,William.Brown@hernandez.org,1996-09-03,2022-12-06,,Kellyton
157,14132,Female,Teresa,Henry,Teresa.Henry@silva.com,1983-06-05,2022-09-13,,Brianside
158,4686,Male,Joseph,Williams,Joseph.Williams@miller-hill.biz,1994-06-20,2022-04-18,,Brianside
159,312,Female,Brandy,Downs,Brandy.Downs@brandt.com,1995-12-14,2021-07-18,,North Clifford
160,13130,Female,Sara,Williams,Sara.Williams@howell.com,1973-08-14,2022-06-11,,Coxhaven
161,7500,Male,Benjamin,Sharp,Benjamin.Sharp@martin-obrien.com,1980-03-07,2023-02-05,,Lake Brandonstad
162,18027,Male,Aaron,Velazquez,Aaron.Velazquez@evans-adams.com,1995-08-24,2021-03-20,,Monroeport
163,8181,Female,Sarah,Aguilar,Sarah.Aguilar@nelson.org,2000-01-01,2022-03-20,,Kellyton
164,4099,Male,Daniel,Hughes,Daniel.Hughes@conrad-dickson.com,1989-07-25,2022-06-15,,Coxhaven
165,19814,Female,Carla,Hoffman,Carla.Hoffman@sawyer.info,1982-01-18,2022-07-09,,Katherinemouth
166,13791,Female,Beth,Cox,Beth.Cox@rodriguez-frank.org,1977-01-09,2021-06-27,,North Clifford
167,4268,Female,Catherine,Lewis,Catherine.Lewis@cherry.net,2000-05-08,2021-05-10,,Katherinemouth
168,1088,Female,Lauren,Rodriguez,Lauren.Rodriguez@robertson.com,1988-03-07,2022-03-27,,North Clifford
169,10271,Male,Malik,Wilson,Malik.Wilson@vaughan-thompson.com,1987-07-05,2022-11-18,,Coxhaven
170,11486,Male,Corey,Zamora,Corey.Zamora@williams.com,2003-11-29,2021-06-23,,Brianside
171,9638,Male,Christopher,Guerra,Christopher.Guerra@ayala.com,1986-08-06,2022-08-28,,Hobury
172,6018,Female,Sara,Moon,Sara.Moon@howell.org,1961-03-22,2021-10-18,,East Stevechester
173,3428,Male,Robert,Roth,Robert.Roth@solis.com,1984-03-22,2022-05-20,,Hobury
174,2313,Male,Jorge,Dillon,Jorge.Dillon@hall-serrano.net,1962-03-10,2022-04-05,,Kellyton
175,11739,Female,Miranda,Martin,Miranda.Martin@miller.com,1972-12-10,2022-12-24,,Coxhaven
176,15757,Female,Karen,Smith,Karen.Smith@olson-mitchell.net,1977-04-07,2023-01-18,,Brianside
177,18114,Male,David,Lane,David.Lane@lawson.com,1985-07-10,2022-01-23,,Hobury
178,875,Female,Megan,Garner,Megan.Garner@moore-holmes.net,1964-11-20,2022-01-01,,East Marthamouth
179,1019,Male,Casey,Rhodes,Casey.Rhodes@calderon.com,1991-03-19,2022-03-02,,Coxhaven
180,6313,Female,Christine,Perez,Christine.Perez@henry-castillo.org,1962-02-22,2022-08-23,,New Samuelchester
181,3303,Male,Seth,Pierce,Seth.Pierce@flynn-barnett.com,1994-11-12,2023-01-02,,East Marthamouth
182,3322,Female,Jessica,Lowery,Jessica.Lowery@vazquez-moore.com,1967-12-19,2021-06-22,,Monroeport
183,2411,Female,Melissa,Lynch,Melissa.Lynch@cross.net,1962-01-21,2022-11-25,,Lake Brandonstad
184,8350,Female,Jessica,Hall,Jessica.Hall@myers.com,1975-01-20,2022-02-03,,New Samuelchester
185,8259,Female,Anna,Escobar,Anna.Escobar@singh.com,1969-08-15,2022-05-04,,Monroeport
186,8519,Male,George,Sharp,George.Sharp@lewis.com,1969-12-22,2022-12-19,,Brianside
187,17528,Male,Austin,Austin,Austin.Austin@robles.com,1963-09-23,2022-11-28,,Katherinemouth
188,10806,Female,Robin,Howard,Robin.Howard@villegas.com,2004-12-19,2022-10-10,,Coxhaven
189,10106,Female,Jacqueline,Jenkins,Jacqueline.Jenkins@blackburn.com,1958-02-04,2021-09-09,,Kellyton
190,175,Male,Justin,Fernandez,Justin.Fernandez@sanchez-weeks.com,1966-06-01,2023-01-07,,Graceville
191,3710,Male,Javier,Smith,Javier.Smith@johnson.com,1990-07-21,2022-10-07,,Katherinemouth
192,14448,Female,Deborah,Larson,Deborah.Larson@thompson-simmons.info,1992-05-12,2021-12-18,,Graceville
193,11756,Male,Stephen,Farrell,Stephen.Farrell@morgan.net,1992-07-21,2022-03-23,,Graceville
194,4335,Female,Michelle,Graham,Michelle.Graham@lawrence.com,1957-07-12,2022-11-01,,Lake Brandonstad
195,13610,Male,Jon,Coleman,Jon.Coleman@west-white.org,1973-03-15,2021-06-20,,Kellyton
196,140,Female,Sarah,Robinson,Sarah.Robinson@brown.com,2003-10-21,2021-07-03,,New Samuelchester
197,2747,Male,Kenneth,Allen,Kenneth.Allen@gray.com,1970-11-19,2022-08-16,,Lake Matthewhaven
198,8738,Female,Brittany,Meyer,Brittany.Meyer@arroyo.com,2005-02-28,2022-01-14,,New Samuelchester
199,12783,Female,Sarah,Parker,Sarah.Parker@floyd-munoz.com,1980-05-30,2022-04-08,,Monroeport
200,780,Male,Anthony,Wood,Anthony.Wood@ortega.net,1969-01-03,2021-03-29,,Coxhaven
201,18643,Female,Victoria,Powell,Victoria.Powell@brown-salazar.net,1979-09-27,2021-09-10,,Jasonfurt
202,18626,Male,Michael,Valencia,Michael.Valencia@chan.com,1966-03-01,2022-02-28,,Brianside
203,17812,Male,Dominic,Wilson,Dominic.Wilson@george-allen.com,1960-11-04,2022-05-14,,Katherinemouth
204,10168,Female,Victoria,Burns,Victoria.Burns@weiss-brown.net,1994-04-03,2023-02-28,,Lambertstad
205,17937,Female,Sara,Smith,Sara.Smith@johnson.com,1997-05-21,2021-10-13,,Lake Brandonstad
206,4760,Female,Julia,Martinez,Julia.Martinez@flores.info,1960-06-08,2022-07-14,,Jasonfurt
207,6552,Female,Anna,Mcintosh,Anna.Mcintosh@tran.com,1962-03-08,2022-08-27,,Kellyton
208,16301,Male,Stephen,Young,Stephen.Young@deleon-williams.com,1991-12-17,2023-03-11,,Hobury
209,2151,Male,Jeffery,Chapman,Jeffery.Chapman@davis.com,1967-07-31,2023-03-02,,New Samuelchester
210,1551,Male,Joshua,Daniel,Joshua.Daniel@spencer.com,1988-08-01,2022-10-21,,Katherinemouth
211,2055,Female,Carrie,Braun,Carrie.Braun@riley-cooper.com,1999-05-12,2021-05-26,,Lambertstad
212,6220,Female,Anna,Poole,Anna.Poole@black.com,2001-08-19,2021-04-07,,Lambertstad
213,14222,Female,Heather,Davis,Heather.Davis@turner-cook.org,1979-11-14,2022-11-28,,Monroeport
214,7084,Male,Jason,Lopez,Jason.Lopez@spencer.com,1983-07-11,2022-01-23,,East Stevechester
215,1400,Female,Lauren,Johnson,Lauren.Johnson@boyer.net,1961-04-15,2021-08-07,,East Marthamouth
216,1023,Male,Wyatt,Atkins,Wyatt.Atkins@vaughn.com,1996-04-21,2023-03-03,,Brianside
217,1167,Male,Micheal,Ballard,Micheal.Ballard@collins-parrish.com,1966-07-29,2021-05-27,,Graceville
218,17213,Male,Richard,Wyatt,Richard.Wyatt@austin.biz,1980-11-05,2021-10-09,,East Marthamouth
219,1663,Female,Erica,Lara,Erica.Lara@hammond-robinson.biz,1980-09-03,2022-05-21,,Coxhaven
220,15482,Female,Jennifer,Cordova,Jennifer.Cordova@watkins.com,1980-12-20,2022-04-15,,North Clifford
221,5978,Female,Catherine,Mendoza,Catherine.Mendoza@sanchez.com,1962-04-23,2022-07-25,,Hobury
222,3405,Male,Larry,Yoder,Larry.Yoder@lucas.com,1981-04-10,2022-03-30,,Lake Brandonstad
223,7077,Male,Michael,Hill,Michael.Hill@williams.net,1973-11-22,2023-02-16,,Brianside
224,4454,Female,Suzanne,Richards,Suzanne.Richards@craig.com,1981-02-04,2021-04-10,,North Clifford
225,16715,Female,Lauren,Curtis,Lauren.Curtis@collins-taylor.org,2002-05-11,2022-03-26,,East Marthamouth
226,8624,Female,Kristen,Stephens,Kristen.Stephens@stewart.net,1991-11-02,2021-08-06,,Hobury
227,6030,Male,Samuel,Schmidt,Samuel.Schmidt@scott-james.info,1994-04-22,2022-07-09,,Graceville
228,77,Male,Eric,Tran,Eric.Tran@castaneda.info,1957-06-05,2021-12-21,,Lake Matthewhaven
229,19556,Male,James,Gould,James.Gould@bailey-keith.com,1971-03-04,2022-07-05,,East Stevechester
230,8070,Female,Rebecca,Hill,Rebecca.Hill@daniel.com,1971-12-31,2021-08-09,,Lake Brandonstad
231,12178,Female,Virginia,Jones,Virginia.Jones@johnston-arnold.com,1981-03-11,2022-01-03,,Coxhaven
232,15250,Female,Ellen,Mitchell,Ellen.Mitchell@zamora.org,1994-09-25,2022-07-05,,Brianside
233,9313,Female,Sarah,Glenn,Sarah.Glenn@walker-gonzalez.net,1990-11-07,2021-12-14,,Kellyton
234,5543,Male,Joseph,Flores,Joseph.Flores@wolfe-cole.com,1992-02-28,2021-07-20,,North Clifford
235,1716,Male,Alvin,Carr,Alvin.Carr@smith-rubio.com,1969-01-24,2022-10-24,,East Stevechester
236,12204,Female,Anna,Glass,Anna.Glass@arnold.biz,1994-03-17,2021-07-22,,Brianside
237,5806,Male,Jonathan,Meyers,Jonathan.Meyers@dean.com,1985-06-30,2021-09-26,,Brianside
238,2386,Male,Matthew,Porter,Matthew.Porter@bradley.com,1972-03-07,2022-05-14,,Lambertstad
239,12572,Male,David,Howell,David.Howell@mitchell.com,1973-08-29,2021-12-23,,Lake Matthewhaven
240,3258,Female,Maria,Paul,Maria.Paul@hall.com,1996-03-10,2021-11-07,,Katherinemouth
241,17225,Male,Scott,Smith,Scott.Smith@patel-turner.info,1973-02-27,2021-09-15,,Katherinemouth
242,17210,Female,Shelley,Alvarez,Shelley.Alvarez@moon.biz,1992-09-23,2022-03-08,,North Clifford
243,10331,Female,Michele,Morgan,Michele.Morgan@ross.net,1977-01-31,2021-03-25,,Coxhaven
244,8762,Female,Jessica,Hall,Jessica.Hall@blevins-obrien.com,1983-10-23,2021-04-23,,Brianside
245,5782,Male,Dale,Jenkins,Dale.Jenkins@thomas-shaw.org,1994-03-02,2022-01-02,,Monroeport
246,1728,Male,Mark,Walton,Mark.Walton@tucker-mercado.net,1998-12-28,2022-08-12,,North Clifford
247,1327,Male,Daniel,Villanueva,Daniel.Villanueva@parker.com,1979-01-27,2023-02-28,,New Samuelchester
248,5480,Female,Amanda,Mccarthy,Amanda.Mccarthy@watkins-barton.com,1997-11-25,2022-09-26,,East Marthamouth
249,5859,Male,Tracy,Moss,Tracy.Moss@gardner-oliver.com,1966-11-20,2022-09-16,,Lake Matthewhaven
250,5984,Female,Alexandra,Schaefer,Alexandra.Schaefer@eaton-li.org,1962-08-31,2021-11-22,,Lake Matthewhaven
